迭代次数,距离组件,时间组件,负载组件,生存概率组件
37,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
38,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
39,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
40,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
41,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
42,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
43,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
44,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
45,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
46,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
47,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
48,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
49,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
50,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
51,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
52,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
53,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
54,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
55,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
56,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
57,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
58,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
59,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
60,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
61,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
62,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
63,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
64,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
65,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
66,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
67,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
68,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
69,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
70,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
71,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
72,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
73,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
74,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
75,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
76,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
77,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
78,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
79,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
80,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
81,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
82,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
83,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
84,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
85,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
86,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
87,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
88,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
89,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
90,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
91,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
92,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
93,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
94,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
95,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
96,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
97,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
98,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
99,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
100,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
101,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
102,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
103,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
104,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
105,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
106,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
107,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
108,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
109,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
110,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
111,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
112,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
113,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
114,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
115,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
116,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
117,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
118,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
119,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
120,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
121,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
122,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
123,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
124,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
125,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
126,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
127,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
128,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
129,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
130,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
131,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
132,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
133,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
134,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
135,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
136,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
137,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
138,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
139,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
140,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
141,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
142,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
143,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
144,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
145,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
146,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
147,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
148,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
149,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
150,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
151,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
152,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
153,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
154,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
155,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
156,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
157,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
158,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
159,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
160,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
161,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
162,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
163,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
164,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
165,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
166,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
167,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
168,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
169,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
170,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
171,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
172,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
173,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
174,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
175,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
176,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
177,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
178,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
179,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
180,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
181,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
182,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
183,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
184,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
185,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
186,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
187,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
188,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
189,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
190,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
191,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
192,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
193,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
194,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
195,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
196,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
197,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
198,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
199,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
200,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
201,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
202,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
203,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
204,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
205,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
206,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
207,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
208,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
209,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
210,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
211,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
212,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
213,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
214,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
215,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
216,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
217,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
218,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
219,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
220,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
221,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
222,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
223,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
224,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
225,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
226,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
227,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
228,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
229,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
230,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
231,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
232,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
233,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
234,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
235,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
236,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
237,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
238,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
239,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
240,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
241,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
242,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
243,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
244,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
245,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
246,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
247,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
248,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
249,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
250,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
251,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
252,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
253,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
254,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
255,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
256,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
257,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
258,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
259,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
260,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
261,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
262,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
263,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
264,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
265,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
266,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
267,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
268,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
269,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
270,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
271,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
272,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
273,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
274,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
275,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
276,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
277,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
278,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
279,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
280,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
281,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
282,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
283,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
284,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
285,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
286,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
287,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
288,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
289,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
290,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
291,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
292,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
293,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
294,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
295,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
296,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
297,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
298,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
299,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
300,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
301,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
302,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
303,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
304,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
305,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
306,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
307,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
308,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
309,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
310,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
311,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
312,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
313,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
314,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
315,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
316,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
317,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
318,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
319,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
320,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
321,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
322,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
323,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
324,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
325,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
326,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
327,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
328,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
329,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
330,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
331,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
332,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
333,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
334,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
335,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
336,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
337,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
338,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
339,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
340,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
341,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
342,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
343,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
344,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
345,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
346,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
347,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
348,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
349,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
350,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
351,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
352,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
353,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
354,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
355,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
356,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
357,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
358,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
359,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
360,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
361,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
362,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
363,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
364,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
365,0.5387047755719971,0.7004988876423629,0.3333333333333333,0.7808219576512637
